commit_id,timestamp,author_id,files_changed,modules_touched,lines_added,lines_deleted,complexity_score,branch,commit_message_category,author_experience_score,total_lines_changed,code_churn_window
CMT_00107,2024-01-18 20:29:02.614960,ENG_07,1,MOD_052,25,85,0.8738633563044425,feature,cleanup,0.2715109375833175,110,27369.0
CMT_00108,2024-01-18 21:47:38.652523,ENG_18,4,"MOD_026,MOD_044",5,27,0.3993242535186585,integration,infra,0.6247044214615365,32,27120.0
CMT_00109,2024-01-18 23:07:16.770318,ENG_07,4,"MOD_023,MOD_032,MOD_010",325,197,0.923028588301783,main,feature,0.2715109375833175,522,27207.0
CMT_00110,2024-01-19 05:48:42.333886,ENG_00,5,"MOD_062,MOD_043",163,105,0.8221249000517894,integration,cleanup,0.6995523652371193,268,27132.0
CMT_00111,2024-01-19 13:43:29.364363,ENG_17,8,"MOD_046,MOD_027,MOD_077",91,408,0.5104411024926779,integration,feature,0.31927641031369425,499,27020.0
CMT_00112,2024-01-19 18:10:21.283890,ENG_05,3,"MOD_061,MOD_058",211,97,0.0,main,refactor,0.7036908057665808,308,27277.0
CMT_00113,2024-01-20 00:53:06.492139,ENG_18,14,"MOD_041,MOD_066,MOD_065,MOD_056,MOD_076,MOD_043,MOD_003",273,0,0.5398053393098803,integration,infra,0.6247044214615365,273,26940.0
CMT_00114,2024-01-20 08:48:27.756072,ENG_15,4,"MOD_051,MOD_044,MOD_006",571,44,0.6476298342320945,integration,bugfix,0.9991103973512719,615,27225.0
CMT_00115,2024-01-20 09:56:25.717663,ENG_17,6,"MOD_047,MOD_070,MOD_011",531,349,0.4174273488601943,main,bugfix,0.31927641031369425,880,27616.0
CMT_00116,2024-01-20 13:31:35.191325,ENG_16,2,"MOD_021,MOD_077",252,174,0.5369266389526977,main,bugfix,0.6007409054297076,426,27132.0
CMT_00117,2024-01-20 16:40:01.285541,ENG_02,7,"MOD_000,MOD_068,MOD_014,MOD_022,MOD_076",441,0,0.3824110924902501,feature,refactor,0.7365765035005337,441,26902.0
CMT_00118,2024-01-20 17:18:26.704910,ENG_12,1,MOD_005,173,124,0.640188428773354,main,cleanup,0.21808135524734812,297,26760.0
CMT_00119,2024-01-20 23:21:00.213886,ENG_08,10,"MOD_059,MOD_043,MOD_049,MOD_013",499,84,0.5969841152944375,feature,infra,0.5883839703461092,583,26617.0
CMT_00120,2024-01-21 02:49:13.049873,ENG_12,1,MOD_055,6,240,0.7766793004233512,integration,refactor,0.21808135524734812,246,26650.0
CMT_00121,2024-01-21 06:34:29.665578,ENG_14,15,"MOD_001,MOD_009,MOD_039,MOD_062,MOD_011,MOD_047",490,298,0.8477101610124742,feature,cleanup,0.22582895850719947,788,26840.0
CMT_00122,2024-01-21 07:46:49.047224,ENG_10,8,"MOD_031,MOD_015,MOD_016,MOD_057,MOD_019",577,8,0.49168687340524775,main,refactor,0.6553191135654426,585,26926.0
CMT_00123,2024-01-21 09:13:39.734808,ENG_06,8,"MOD_013,MOD_070,MOD_062",599,85,0.8259755968081253,feature,refactor,0.8362953885525239,684,26538.0
CMT_00124,2024-01-21 16:29:04.319126,ENG_18,10,"MOD_028,MOD_032,MOD_017,MOD_040,MOD_021,MOD_065,MOD_052",686,100,0.47390268693647064,integration,feature,0.6247044214615365,786,26711.0
CMT_00125,2024-01-21 16:50:30.212888,ENG_13,17,"MOD_021,MOD_000,MOD_058,MOD_035,MOD_051,MOD_031,MOD_055",985,202,0.28820218018359434,feature,cleanup,0.20271491706435024,1187,27858.0
CMT_00126,2024-01-21 18:42:16.358694,ENG_17,7,"MOD_062,MOD_045,MOD_041,MOD_001,MOD_021,MOD_076,MOD_011",53,319,0.6016380295778969,main,refactor,0.31927641031369425,372,27682.0
CMT_00127,2024-01-21 21:02:27.667407,ENG_04,7,"MOD_005,MOD_020,MOD_061",509,318,0.5852475197586362,main,refactor,0.9058289095316346,827,28196.0
CMT_00128,2024-01-22 00:57:45.356628,ENG_16,11,"MOD_000,MOD_012,MOD_017,MOD_023",149,0,1.063657420800321,main,feature,0.6007409054297076,149,27682.0
CMT_00129,2024-01-22 05:39:14.977611,ENG_06,12,"MOD_000,MOD_049,MOD_048,MOD_032,MOD_078,MOD_043",725,91,0.6007914393002455,integration,bugfix,0.8362953885525239,816,27974.0
CMT_00130,2024-01-22 09:36:01.728915,ENG_09,8,"MOD_024,MOD_057,MOD_073",330,267,0.46551432125731645,integration,cleanup,0.8375644245395653,597,27793.0
CMT_00131,2024-01-22 10:16:24.250550,ENG_17,1,MOD_023,318,108,1.3989049779596747,feature,infra,0.31927641031369425,426,27987.0
CMT_00132,2024-01-22 12:13:21.873227,ENG_07,6,"MOD_048,MOD_061,MOD_042",5,0,0.3085025194372959,feature,feature,0.2715109375833175,5,27147.0
CMT_00133,2024-01-22 18:58:17.218708,ENG_05,11,"MOD_070,MOD_077,MOD_005,MOD_021",478,166,0.054207895132172945,feature,bugfix,0.7036908057665808,644,27198.0
CMT_00134,2024-01-23 00:04:19.773282,ENG_18,2,MOD_034,535,257,0.2530109222665121,integration,infra,0.6247044214615365,792,27496.0
CMT_00135,2024-01-23 05:15:55.265926,ENG_19,14,"MOD_019,MOD_011,MOD_055,MOD_048,MOD_002,MOD_067",839,379,0.6383445177596516,main,feature,0.7319258595614149,1218,28087.0
CMT_00136,2024-01-23 10:37:37.119680,ENG_06,14,"MOD_053,MOD_035,MOD_054,MOD_067,MOD_002",899,40,0.49860671487753205,main,cleanup,0.8362953885525239,939,27905.0
CMT_00137,2024-01-23 16:43:48.726628,ENG_06,9,"MOD_054,MOD_063,MOD_024,MOD_040,MOD_067",927,88,0.5848777246457983,main,feature,0.8362953885525239,1015,28085.0
CMT_00138,2024-01-23 17:11:42.250902,ENG_04,1,MOD_066,5,167,0.6609224249646888,feature,infra,0.9058289095316346,172,27867.0
CMT_00139,2024-01-23 20:07:40.572388,ENG_00,11,"MOD_025,MOD_070,MOD_030,MOD_007",548,0,0.7010901635993125,feature,infra,0.6995523652371193,548,28185.0
CMT_00140,2024-01-24 00:26:38.962524,ENG_11,12,"MOD_010,MOD_054,MOD_055,MOD_028,MOD_048,MOD_016,MOD_008",5,292,0.14931923390811053,main,infra,0.528134519663745,297,27786.0
CMT_00141,2024-01-24 03:09:06.509243,ENG_05,8,"MOD_045,MOD_073,MOD_001",584,108,0.09146142599165913,integration,feature,0.7036908057665808,692,27678.0
CMT_00142,2024-01-24 09:54:27.500794,ENG_16,5,"MOD_002,MOD_035",377,0,0.4718616742250074,integration,bugfix,0.6007409054297076,377,27629.0
CMT_00143,2024-01-24 13:46:05.589041,ENG_03,6,"MOD_029,MOD_048,MOD_015",216,0,0.85687628571173,feature,infra,0.8764773999907662,216,27199.0
CMT_00144,2024-01-24 19:55:02.063617,ENG_12,2,MOD_025,33,292,0.6489557861520593,main,bugfix,0.21808135524734812,325,26942.0
CMT_00145,2024-01-25 02:44:00.110503,ENG_10,5,"MOD_034,MOD_063,MOD_055",667,315,0.19299287139868904,main,infra,0.6553191135654426,982,27102.0
CMT_00146,2024-01-25 06:46:18.105211,ENG_12,16,"MOD_066,MOD_043,MOD_076,MOD_001,MOD_015,MOD_021,MOD_007",454,0,0.906210895001672,main,cleanup,0.21808135524734812,454,27256.0
CMT_00147,2024-01-25 14:02:53.209834,ENG_02,12,"MOD_035,MOD_044,MOD_030,MOD_015,MOD_062,MOD_009",677,0,0.693540986925857,feature,feature,0.7365765035005337,677,27785.0
CMT_00148,2024-01-25 18:44:42.379321,ENG_09,13,"MOD_025,MOD_024,MOD_053,MOD_035,MOD_040,MOD_015,MOD_064",5,300,0.9312243131388043,feature,infra,0.8375644245395653,305,27751.0
CMT_00149,2024-01-26 01:32:50.279127,ENG_12,4,"MOD_012,MOD_011",175,0,0.6689027041375137,feature,refactor,0.21808135524734812,175,27363.0
CMT_00150,2024-01-26 04:16:19.294040,ENG_06,9,"MOD_065,MOD_026,MOD_067,MOD_074,MOD_011,MOD_037",368,0,0.6728073396719099,feature,bugfix,0.8362953885525239,368,27237.0
